id,warehouse_block,mode_of_shipment,cost_of_product,prior_purchases,product_importance,gender,discount_offered,weight_gms,customer_care_calls,customer_rating,reached_on_time,weight_bucket,high_value,discount_tier,warehouse_enc,shipment_enc,importance_enc,gender_enc
1950,F,Ship,201,2,medium,F,54,2158,5,1,1,Medium,0,High,4,2,1,0
1951,D,Ship,148,2,low,M,29,1809,4,3,1,Light,0,Medium,3,2,0,1
1952,F,Ship,165,3,low,F,27,1905,5,1,1,Light,0,Medium,4,2,0,0
1953,A,Ship,135,3,low,M,20,1772,3,5,1,Light,0,Medium,0,2,0,1
1954,B,Ship,263,2,medium,F,41,3955,4,4,1,Medium,1,High,1,2,1,0
1955,C,Ship,228,3,medium,M,20,3382,5,4,1,Medium,0,Medium,2,2,1,1
1956,F,Ship,275,5,medium,M,51,3569,6,5,1,Medium,1,High,4,2,1,1
1957,D,Ship,224,3,low,M,27,3400,4,1,1,Medium,0,Medium,3,2,0,1
1958,F,Ship,202,3,low,F,1,3738,3,1,1,Medium,0,Low,4,2,0,0
1959,A,Ship,163,3,low,F,11,1926,4,2,1,Light,0,Medium,0,2,0,0
1960,B,Ship,268,3,low,F,64,2386,4,5,1,Medium,1,High,1,2,0,0
1961,C,Ship,207,3,low,F,62,3277,3,3,1,Medium,0,High,2,2,0,0
1962,F,Ship,117,2,medium,M,36,1210,2,3,1,Light,0,High,4,2,1,1
1963,D,Ship,165,4,low,F,57,1881,2,1,1,Light,0,High,3,2,0,0
1964,F,Ship,181,2,high,M,65,3234,3,3,1,Medium,0,High,4,2,2,1
1965,A,Ship,212,4,medium,F,13,3676,6,5,1,Medium,0,Medium,0,2,1,0
1966,B,Ship,226,3,medium,F,26,2299,3,4,1,Medium,0,Medium,1,2,1,0
1967,C,Ship,195,3,low,M,43,2849,4,1,1,Medium,0,High,2,2,0,1
1968,F,Ship,263,2,medium,M,13,2779,4,5,1,Medium,1,Medium,4,2,1,1
1969,D,Ship,136,2,medium,F,16,1131,4,4,1,Light,0,Medium,3,2,1,0
1970,F,Ship,163,2,low,F,49,1034,3,5,1,Light,0,High,4,2,0,0
1971,A,Ship,144,3,low,M,49,1202,5,2,1,Light,0,High,0,2,0,1
1972,B,Ship,240,3,low,F,62,3478,4,4,1,Medium,0,High,1,2,0,0
1973,C,Ship,243,2,low,M,19,2829,4,5,1,Medium,0,Medium,2,2,0,1
1974,F,Ship,201,3,medium,M,19,2696,5,1,1,Medium,0,Medium,4,2,1,1
1975,D,Ship,242,3,low,M,58,3411,5,3,1,Medium,0,High,3,2,0,1
1976,F,Ship,187,2,high,M,56,3774,3,1,1,Medium,0,High,4,2,2,1
1977,A,Ship,162,3,low,M,53,1194,4,3,1,Light,0,High,0,2,0,1
1978,B,Ship,147,3,low,M,16,1563,3,3,1,Light,0,Medium,1,2,0,1
1979,C,Ship,268,2,high,F,39,2822,3,4,1,Medium,1,High,2,2,2,0
1980,F,Ship,237,3,low,M,57,3952,4,3,1,Medium,0,High,4,2,0,1
1981,D,Ship,157,2,low,M,29,1115,3,2,1,Light,0,Medium,3,2,0,1
1982,F,Ship,176,3,medium,F,12,1750,4,2,1,Light,0,Medium,4,2,1,0
1983,A,Ship,134,4,low,M,36,1191,4,5,1,Light,0,High,0,2,0,1
1984,B,Ship,234,2,medium,M,52,3543,3,4,1,Medium,0,High,1,2,1,1
1985,C,Ship,154,2,low,F,57,1096,3,3,1,Light,0,High,2,2,0,0
1986,F,Ship,209,5,low,F,64,2016,2,1,1,Medium,0,High,4,2,0,0
1987,D,Ship,138,2,medium,M,38,1803,5,4,1,Light,0,High,3,2,1,1
1988,F,Ship,151,3,medium,M,22,1024,2,3,1,Light,0,Medium,4,2,1,1
1989,A,Ship,252,6,medium,M,44,2676,4,4,1,Medium,1,High,0,2,1,1
1990,B,Ship,155,2,medium,F,6,1490,3,1,1,Light,0,Low,1,2,1,0
1991,C,Ship,139,4,high,M,17,1137,3,3,1,Light,0,Medium,2,2,2,1
1992,F,Ship,258,3,medium,F,37,2289,4,5,1,Medium,1,High,4,2,1,0
1993,D,Ship,172,3,low,M,1,1182,4,2,1,Light,0,Low,3,2,0,1
1994,F,Ship,239,3,low,F,28,2741,4,3,1,Medium,0,Medium,4,2,0,0
1995,A,Ship,165,3,low,F,1,1417,3,1,1,Light,0,Low,0,2,0,0
1996,B,Ship,177,2,low,M,47,1536,4,5,1,Light,0,High,1,2,0,1
1997,C,Ship,187,2,low,F,17,3513,5,1,1,Medium,0,Medium,2,2,0,0
1998,F,Ship,172,2,low,M,41,1006,6,2,1,Light,0,High,4,2,0,1
1999,D,Ship,168,3,low,F,35,1434,4,4,1,Light,0,High,3,2,0,0
2000,F,Ship,249,3,low,M,31,3489,3,4,1,Medium,0,High,4,2,0,1
2001,A,Ship,135,3,medium,F,11,1322,4,3,1,Light,0,Medium,0,2,1,0
2002,B,Ship,134,3,medium,M,13,1985,4,3,1,Light,0,Medium,1,2,1,1
2003,C,Ship,269,2,low,F,35,3524,3,1,1,Medium,1,High,2,2,0,0
2004,F,Ship,210,5,high,M,37,3236,6,5,1,Medium,0,High,4,2,2,1
2005,D,Ship,285,6,high,M,63,3151,5,4,1,Medium,1,High,3,2,2,1
2006,F,Ship,244,2,medium,M,15,2857,4,2,1,Medium,0,Medium,4,2,1,1
2007,A,Ship,209,2,low,F,24,2748,3,2,1,Medium,0,Medium,0,2,0,0
2008,B,Ship,154,3,medium,M,52,1432,4,3,1,Light,0,High,1,2,1,1
2009,C,Ship,134,3,medium,F,54,1932,3,2,1,Light,0,High,2,2,1,0
2010,F,Ship,168,4,medium,M,23,1347,3,5,1,Light,0,Medium,4,2,1,1
2011,D,Ship,264,3,medium,M,57,3753,4,5,1,Medium,1,High,3,2,1,1
2012,F,Ship,276,6,high,F,36,2843,4,2,1,Medium,1,High,4,2,2,0
2013,A,Ship,195,3,medium,M,23,3499,3,4,1,Medium,0,Medium,0,2,1,1
2014,B,Ship,174,5,medium,M,47,1909,5,3,1,Light,0,High,1,2,1,1
2015,C,Ship,241,3,low,F,50,3074,3,4,1,Medium,0,High,2,2,0,0
2016,F,Ship,166,3,medium,F,20,1267,5,5,1,Light,0,Medium,4,2,1,0
2017,D,Ship,190,3,low,M,37,3315,3,2,1,Medium,0,High,3,2,0,1
2018,F,Ship,231,2,low,F,12,2123,3,1,1,Medium,0,Medium,4,2,0,0
2019,A,Ship,206,4,low,F,3,3755,5,4,1,Medium,0,Low,0,2,0,0
2020,B,Ship,212,3,medium,M,50,2073,4,4,1,Medium,0,High,1,2,1,1
2021,C,Ship,212,3,low,F,2,2456,3,5,1,Medium,0,Low,2,2,0,0
2022,F,Ship,246,6,low,M,64,2271,4,5,1,Medium,0,High,4,2,0,1
2023,D,Ship,264,2,medium,F,12,2203,4,4,1,Medium,1,Medium,3,2,1,0
2024,F,Ship,208,2,low,F,37,2537,3,4,1,Medium,0,High,4,2,0,0
2025,A,Ship,210,3,low,F,7,2878,3,4,1,Medium,0,Low,0,2,0,0
2026,B,Ship,183,3,low,F,44,2896,3,2,1,Medium,0,High,1,2,0,0
2027,C,Ship,265,3,low,F,41,3498,4,2,1,Medium,1,High,2,2,0,0
2028,F,Ship,187,3,low,M,20,2374,3,5,1,Medium,0,Medium,4,2,0,1
2029,D,Road,183,3,low,F,12,3090,2,4,1,Medium,0,Medium,3,1,0,0
2030,F,Road,176,2,low,F,58,1730,3,3,1,Light,0,High,4,1,0,0
2031,A,Road,266,3,medium,M,5,3718,4,5,1,Medium,1,Low,0,1,1,1
2032,B,Road,143,4,medium,F,22,1249,3,2,1,Light,0,Medium,1,1,1,0
2033,C,Road,195,2,medium,F,32,3719,3,4,1,Medium,0,High,2,1,1,0
2034,F,Road,264,4,high,F,32,2754,3,2,1,Medium,1,High,4,1,2,0
2035,D,Road,243,2,medium,M,42,3421,3,5,1,Medium,0,High,3,1,1,1
2036,F,Road,142,2,low,F,55,1758,5,2,1,Light,0,High,4,1,0,0
2037,A,Road,172,2,low,M,23,1019,4,2,1,Light,0,Medium,0,1,0,1
2038,B,Road,280,3,medium,M,2,3366,4,1,1,Medium,1,Low,1,1,1,1
2039,C,Road,254,2,low,M,37,2469,3,2,1,Medium,1,High,2,1,0,1
2040,F,Road,202,3,medium,M,34,3885,5,2,1,Medium,0,High,4,1,1,1
2041,D,Road,110,5,low,M,21,1011,5,3,1,Light,0,Medium,3,1,0,1
2042,F,Road,162,2,medium,M,30,1158,4,4,1,Light,0,Medium,4,1,1,1
2043,A,Road,183,3,medium,M,21,2585,3,3,1,Medium,0,Medium,0,1,1,1
2044,B,Road,260,2,low,F,31,2805,4,2,1,Medium,1,High,1,1,0,0
2045,C,Road,109,5,low,M,27,1581,3,5,1,Light,0,Medium,2,1,0,1
2046,F,Road,273,4,low,M,12,2151,3,3,1,Medium,1,Medium,4,1,0,1
2047,D,Road,262,6,medium,M,10,3164,5,2,1,Medium,1,Low,3,1,1,1
2048,F,Road,239,5,low,F,59,2181,2,4,1,Medium,0,High,4,1,0,0
2049,A,Road,185,2,high,F,49,3864,3,2,1,Medium,0,High,0,1,2,0
2050,B,Road,248,3,medium,M,59,2868,4,4,1,Medium,0,High,1,1,1,1
2051,C,Flight,180,2,low,M,52,1122,5,4,1,Light,0,High,2,0,0,1
2052,F,Flight,221,3,low,F,43,3561,4,5,1,Medium,0,High,4,0,0,0
2053,D,Flight,162,2,low,M,28,1948,3,5,1,Light,0,Medium,3,0,0,1
2054,F,Flight,162,4,medium,M,49,1671,2,5,1,Light,0,High,4,0,1,1
2055,A,Flight,145,2,low,M,28,1313,3,1,1,Light,0,Medium,0,0,0,1
2056,B,Flight,228,3,medium,F,38,3631,5,3,1,Medium,0,High,1,0,1,0
2057,C,Flight,196,3,low,M,47,2447,3,4,1,Medium,0,High,2,0,0,1
2058,F,Flight,254,2,high,M,56,3266,3,4,1,Medium,1,High,4,0,2,1
2059,D,Flight,215,2,medium,M,46,3942,5,2,1,Medium,0,High,3,0,1,1
2060,F,Flight,265,3,medium,F,33,2734,5,2,1,Medium,1,High,4,0,1,0
2061,A,Flight,173,3,high,M,60,1582,3,2,1,Light,0,High,0,0,2,1
2062,B,Flight,233,7,medium,M,64,3146,4,2,1,Medium,0,High,1,0,1,1
2063,C,Flight,213,2,low,M,27,2034,4,3,1,Medium,0,Medium,2,0,0,1
2064,F,Flight,124,2,medium,M,22,1714,4,1,1,Light,0,Medium,4,0,1,1
2065,D,Flight,156,4,medium,F,7,1492,3,4,1,Light,0,Low,3,0,1,0
2066,F,Flight,265,3,medium,M,11,2194,3,1,1,Medium,1,Medium,4,0,1,1
2067,A,Flight,139,3,high,F,6,1269,3,1,1,Light,0,Low,0,0,2,0
2068,B,Flight,225,10,high,M,46,2690,2,4,1,Medium,0,High,1,0,2,1
2069,C,Flight,178,7,medium,F,36,1179,5,4,1,Light,0,High,2,0,1,0
2070,F,Flight,190,10,medium,F,32,2064,3,4,1,Medium,0,High,4,0,1,0
2071,D,Flight,272,10,medium,M,63,2455,3,4,1,Medium,1,High,3,0,1,1
2072,F,Flight,153,2,medium,F,51,1841,3,1,1,Light,0,High,4,0,1,0
2073,A,Ship,235,10,low,M,7,2991,3,1,1,Medium,0,Low,0,2,0,1
2074,B,Ship,214,3,low,M,33,2562,5,1,1,Medium,0,High,1,2,0,1
2075,C,Ship,175,2,low,F,2,1072,3,4,1,Light,0,Low,2,2,0,0
2076,F,Ship,176,3,low,F,63,1420,3,1,1,Light,0,High,4,2,0,0
2077,D,Ship,172,10,high,F,23,1875,3,4,1,Light,0,Medium,3,2,2,0
2078,F,Ship,195,6,low,M,35,1852,5,2,1,Light,0,High,4,2,0,1
2079,A,Ship,271,4,low,F,10,1679,3,5,1,Light,1,Low,0,2,0,0
2080,B,Ship,228,3,medium,M,42,3145,5,4,1,Medium,0,High,1,2,1,1
2081,C,Ship,196,3,low,F,52,2129,3,4,1,Medium,0,High,2,2,0,0
2082,F,Ship,254,2,high,F,60,3590,3,1,1,Medium,1,High,4,2,2,0
2083,D,Ship,215,2,medium,M,34,2713,5,4,1,Medium,0,High,3,2,1,1
2084,F,Ship,265,3,medium,M,46,3997,5,5,1,Medium,1,High,4,2,1,1
2085,A,Ship,173,3,high,M,40,1723,3,2,1,Light,0,High,0,2,2,1
2086,B,Ship,233,7,medium,M,56,3925,4,2,1,Medium,0,High,1,2,1,1
2087,C,Ship,213,2,low,F,27,2938,4,4,1,Medium,0,Medium,2,2,0,0
2088,F,Ship,124,2,medium,M,50,1592,4,2,1,Light,0,High,4,2,1,1
2089,D,Ship,156,4,medium,F,26,1769,3,5,1,Light,0,Medium,3,2,1,0
2090,F,Ship,265,3,medium,F,61,3010,3,1,1,Medium,1,High,4,2,1,0
2091,A,Ship,139,3,high,F,4,1546,3,2,1,Light,0,Low,0,2,2,0
2092,B,Ship,225,10,high,M,56,3384,2,4,1,Medium,0,High,1,2,2,1
2093,C,Ship,178,7,medium,M,52,1824,5,4,1,Light,0,High,2,2,1,1
2094,F,Ship,190,10,medium,M,4,3062,3,3,1,Medium,0,Low,4,2,1,1
2095,D,Ship,272,10,medium,M,59,2182,3,5,1,Medium,1,High,3,2,1,1
2096,F,Ship,153,2,medium,M,37,1740,3,4,1,Light,0,High,4,2,1,1
2097,A,Ship,235,10,low,M,56,2175,3,1,1,Medium,0,High,0,2,0,1
2098,B,Ship,214,3,low,M,52,3403,5,4,1,Medium,0,High,1,2,0,1
2099,C,Ship,175,2,low,F,40,1460,3,5,1,Light,0,High,2,2,0,0
2100,F,Ship,176,3,low,F,29,1953,3,2,1,Light,0,Medium,4,2,0,0
2101,D,Ship,172,10,high,F,30,1294,3,1,1,Light,0,Medium,3,2,2,0
2102,F,Ship,195,6,low,F,29,1039,5,1,1,Light,0,Medium,4,2,0,0
2103,A,Ship,164,3,low,M,61,1473,3,5,1,Light,0,High,0,2,0,1
2104,B,Ship,231,3,medium,F,33,2755,3,1,1,Medium,0,High,1,2,1,0
2105,C,Ship,248,3,medium,F,9,3873,5,5,1,Medium,0,Low,2,2,1,0
2106,F,Ship,237,2,medium,F,60,3427,4,5,1,Medium,0,High,4,2,1,0
2107,D,Ship,111,4,low,F,8,1620,3,1,1,Light,0,Low,3,2,0,0
2108,F,Ship,106,5,low,F,46,1275,5,5,1,Light,0,High,4,2,0,0
2109,A,Ship,139,3,low,M,29,1365,4,2,1,Light,0,Medium,0,2,0,1
2110,B,Ship,149,2,low,F,58,1657,4,3,1,Light,0,High,1,2,0,0
2111,C,Ship,180,3,low,F,24,1513,4,5,1,Light,0,Medium,2,2,0,0
2112,F,Ship,212,2,medium,F,65,3776,3,2,1,Medium,0,High,4,2,1,0
2113,D,Ship,183,3,low,M,5,3716,4,2,1,Medium,0,Low,3,2,0,1
2114,F,Ship,164,5,low,M,20,1555,6,4,1,Light,0,Medium,4,2,0,1
2115,A,Ship,143,3,medium,F,28,1197,4,1,1,Light,0,Medium,0,2,1,0
2116,B,Ship,162,2,medium,M,5,1202,3,3,1,Light,0,Low,1,2,1,1
2117,C,Ship,202,4,medium,M,56,3098,4,2,1,Medium,0,High,2,2,1,1
2118,F,Ship,135,2,medium,F,2,1150,3,2,1,Light,0,Low,4,2,1,0
2119,D,Ship,232,2,low,F,58,2054,3,2,1,Medium,0,High,3,2,0,0
2120,F,Ship,218,3,low,M,19,3770,3,3,1,Medium,0,Medium,4,2,0,1
2121,A,Ship,177,2,low,M,14,1735,5,4,1,Light,0,Medium,0,2,0,1
2122,B,Ship,168,2,medium,M,63,1474,4,4,1,Light,0,High,1,2,1,1
2123,C,Ship,181,2,medium,F,45,3448,3,4,1,Medium,0,High,2,2,1,0
2124,F,Ship,238,2,low,F,29,3728,3,2,1,Medium,0,Medium,4,2,0,0
2125,D,Ship,250,5,low,F,36,2717,3,2,1,Medium,0,High,3,2,0,0
2126,F,Ship,152,2,low,F,25,1848,3,1,1,Light,0,Medium,4,2,0,0
2127,A,Ship,242,4,low,F,35,3215,4,5,1,Medium,0,High,0,2,0,0
2128,B,Ship,236,2,high,M,2,3949,3,1,1,Medium,0,Low,1,2,2,1
2129,C,Ship,238,4,low,F,22,3950,4,1,1,Medium,0,Medium,2,2,0,0
2130,F,Ship,165,5,low,M,21,1727,4,4,1,Light,0,Medium,4,2,0,1
2131,D,Ship,271,3,medium,M,50,3448,4,2,1,Medium,1,High,3,2,1,1
2132,F,Ship,109,2,medium,M,18,1661,3,3,1,Light,0,Medium,4,2,1,1
2133,A,Ship,235,3,high,F,22,3695,4,1,1,Medium,0,Medium,0,2,2,0
2134,B,Ship,186,3,medium,M,49,2356,3,3,1,Medium,0,High,1,2,1,1
2135,C,Ship,202,2,low,M,40,2327,4,1,1,Medium,0,High,2,2,0,1
2136,F,Ship,188,4,medium,M,3,3075,3,3,1,Medium,0,Low,4,2,1,1
2137,D,Ship,224,2,medium,M,52,3824,5,3,1,Medium,0,High,3,2,1,1
2138,F,Ship,239,4,low,M,3,3734,5,3,1,Medium,0,Low,4,2,0,1
2139,A,Ship,140,2,medium,M,20,1832,2,3,1,Light,0,Medium,0,2,1,1
2140,B,Ship,272,3,low,F,39,2518,6,3,1,Medium,1,High,1,2,0,0
2141,C,Ship,160,3,medium,F,65,1228,3,3,1,Light,0,High,2,2,1,0
2142,F,Ship,261,3,medium,M,14,3479,3,3,1,Medium,1,Medium,4,2,1,1
2143,D,Ship,199,3,medium,F,62,3259,3,5,1,Medium,0,High,3,2,1,0
2144,F,Ship,154,2,medium,F,56,1300,3,1,1,Light,0,High,4,2,1,0
2145,A,Ship,237,3,low,M,55,2451,3,5,1,Medium,0,High,0,2,0,1
2146,B,Ship,181,3,low,M,44,2070,4,4,1,Medium,0,High,1,2,0,1
2147,C,Ship,133,6,low,F,10,1686,3,3,1,Light,0,Low,2,2,0,0
2148,F,Ship,150,3,medium,M,47,1511,3,4,1,Light,0,High,4,2,1,1
2149,D,Ship,152,3,medium,F,62,1325,6,5,1,Light,0,High,3,2,1,0
2150,F,Ship,142,5,low,F,30,1464,6,1,1,Light,0,Medium,4,2,0,0
2151,A,Ship,214,2,low,M,57,2078,4,3,1,Medium,0,High,0,2,0,1
2152,B,Ship,155,2,medium,F,40,1024,5,1,1,Light,0,High,1,2,1,0
2153,C,Ship,191,2,low,M,11,3985,4,2,1,Medium,0,Medium,2,2,0,1
2154,F,Ship,133,2,medium,M,39,1106,4,5,1,Light,0,High,4,2,1,1
2155,D,Ship,211,4,high,F,22,2942,3,3,1,Medium,0,Medium,3,2,2,0
2156,F,Ship,212,4,low,M,28,2422,4,3,1,Medium,0,Medium,4,2,0,1
2157,A,Ship,150,2,low,M,9,1158,3,1,1,Light,0,Low,0,2,0,1
2158,B,Ship,208,3,low,F,41,3977,3,5,1,Medium,0,High,1,2,0,0
2159,C,Ship,157,2,medium,M,15,1724,4,2,1,Light,0,Medium,2,2,1,1
2160,F,Ship,228,3,low,M,60,2715,4,4,1,Medium,0,High,4,2,0,1
2161,D,Ship,254,2,medium,F,44,3786,3,4,1,Medium,1,High,3,2,1,0
2162,F,Ship,270,2,low,M,65,3599,4,2,1,Medium,1,High,4,2,0,1
2163,A,Ship,195,3,medium,M,30,3462,6,2,1,Medium,0,Medium,0,2,1,1
2164,B,Ship,193,4,low,M,33,2173,4,5,1,Medium,0,High,1,2,0,1
2165,C,Ship,165,3,medium,F,48,1240,5,4,1,Light,0,High,2,2,1,0
2166,F,Road,177,2,low,M,38,1099,3,1,1,Light,0,High,4,1,0,1
2167,D,Road,244,3,low,F,46,2844,3,4,1,Medium,0,High,3,1,0,0
2168,F,Road,151,2,low,M,26,1793,3,2,1,Light,0,Medium,4,1,0,1
2169,A,Road,164,2,low,M,2,1104,3,1,1,Light,0,Low,0,1,0,1
2170,B,Road,165,3,low,F,37,1228,5,1,1,Light,0,High,1,1,0,0
2171,C,Road,256,2,medium,M,55,2247,3,4,1,Medium,1,High,2,1,1,1
2172,F,Road,150,4,low,M,5,1263,4,4,1,Light,0,Low,4,1,0,1
2173,D,Road,255,3,low,M,27,3484,2,3,1,Medium,1,Medium,3,1,0,1
2174,F,Road,268,3,medium,F,23,2996,4,3,1,Medium,1,Medium,4,1,1,0
2175,A,Road,166,3,low,F,1,1366,3,5,1,Light,0,Low,0,1,0,0
2176,B,Road,230,3,low,F,49,3477,3,5,1,Medium,0,High,1,1,0,0
2177,C,Road,163,3,low,F,45,1395,4,3,1,Light,0,High,2,1,0,0
2178,F,Road,139,3,high,F,64,1415,4,4,1,Light,0,High,4,1,2,0
2179,D,Road,161,3,medium,F,10,1978,3,5,1,Light,0,Low,3,1,1,0
2180,F,Road,181,4,high,F,6,3003,6,2,1,Medium,0,Low,4,1,2,0
2181,A,Road,242,3,high,M,47,3489,4,1,1,Medium,0,High,0,1,2,1
2182,B,Road,151,3,low,F,24,1139,3,3,1,Light,0,Medium,1,1,0,0
2183,C,Road,167,3,medium,M,50,1068,3,4,1,Light,0,High,2,1,1,1
2184,F,Road,257,3,low,F,25,2334,3,2,1,Medium,1,Medium,4,1,0,0
2185,D,Road,204,2,medium,F,35,2090,3,2,1,Medium,0,High,3,1,1,0
2186,F,Road,219,3,low,M,1,2027,5,3,1,Medium,0,Low,4,1,0,1
2187,A,Road,202,3,medium,M,28,3707,3,4,1,Medium,0,Medium,0,1,1,1
2188,B,Flight,155,2,medium,M,41,1367,4,5,1,Light,0,High,1,0,1,1
2189,C,Flight,183,3,high,F,6,3364,3,3,1,Medium,0,Low,2,0,2,0
2190,F,Flight,184,3,low,F,19,2625,5,1,1,Medium,0,Medium,4,0,0,0
2191,D,Flight,230,2,low,F,38,2890,4,5,1,Medium,0,High,3,0,0,0
2192,F,Flight,139,4,low,F,41,1511,4,2,1,Light,0,High,4,0,0,0
2193,A,Flight,252,3,medium,F,7,2477,4,4,1,Medium,1,Low,0,0,1,0
2194,B,Flight,272,3,medium,F,40,3766,3,2,1,Medium,1,High,1,0,1,0
2195,C,Flight,134,3,low,F,20,1391,3,2,1,Light,0,Medium,2,0,0,0
2196,F,Flight,169,3,medium,M,13,1934,3,5,1,Light,0,Medium,4,0,1,1
2197,D,Flight,214,2,low,M,49,3416,4,2,1,Medium,0,High,3,0,0,1
2198,F,Flight,163,3,medium,F,65,1614,3,3,1,Light,0,High,4,0,1,0
2199,A,Flight,150,3,low,F,48,1193,4,2,1,Light,0,High,0,0,0,0
2200,B,Flight,216,2,high,M,33,3202,5,5,1,Medium,0,High,1,0,2,1
2201,C,Flight,116,5,high,F,56,1130,5,2,1,Light,0,High,2,0,2,0
2202,F,Flight,144,2,low,F,33,1811,3,4,1,Light,0,High,4,0,0,0
2203,D,Flight,266,3,low,F,19,2508,5,3,1,Medium,1,Medium,3,0,0,0
2204,F,Flight,154,4,medium,F,62,1616,3,3,1,Light,0,High,4,0,1,0
2205,A,Flight,255,5,low,M,18,3644,4,3,1,Medium,1,Medium,0,0,0,1
2206,B,Flight,229,3,medium,M,13,2322,6,2,1,Medium,0,Medium,1,0,1,1
2207,C,Flight,111,3,medium,M,16,1882,2,1,1,Light,0,Medium,2,0,1,1
2208,F,Flight,160,2,medium,F,32,1718,3,3,1,Light,0,High,4,0,1,0
2209,D,Flight,184,2,low,F,31,3191,3,1,1,Medium,0,High,3,0,0,0
2210,F,Ship,218,4,low,M,45,3234,4,4,1,Medium,0,High,4,2,0,1
2211,A,Ship,137,2,low,M,52,1012,5,1,1,Light,0,High,0,2,0,1
2212,B,Ship,204,3,medium,M,14,3829,4,2,1,Medium,0,Medium,1,2,1,1
2213,C,Ship,105,5,low,F,57,1784,6,1,1,Light,0,High,2,2,0,0
2214,F,Ship,256,2,medium,F,63,3046,3,1,1,Medium,1,High,4,2,1,0
2215,D,Ship,182,2,medium,F,54,3261,4,2,1,Medium,0,High,3,2,1,0
2216,F,Ship,260,4,high,M,17,2666,3,4,1,Medium,1,Medium,4,2,2,1
2217,A,Ship,166,3,low,M,62,1944,4,2,1,Light,0,High,0,2,0,1
2218,B,Ship,160,4,medium,M,43,1479,5,2,1,Light,0,High,1,2,1,1
2219,C,Ship,243,3,medium,F,13,2850,4,2,1,Medium,0,Medium,2,2,1,0
2220,F,Ship,240,4,medium,M,62,2400,6,5,1,Medium,0,High,4,2,1,1
2221,D,Ship,229,6,low,M,35,3239,6,1,1,Medium,0,High,3,2,0,1
2222,F,Ship,164,2,low,M,2,1304,3,1,1,Light,0,Low,4,2,0,1
2223,A,Ship,234,3,medium,F,37,2111,3,4,1,Medium,0,High,0,2,1,0
2224,B,Ship,97,2,high,M,15,1836,4,1,1,Light,0,Medium,1,2,2,1
2225,C,Ship,258,3,low,F,12,2017,4,3,1,Medium,1,Medium,2,2,0,0
2226,F,Ship,147,2,medium,M,52,1934,3,1,1,Light,0,High,4,2,1,1
2227,D,Ship,180,4,low,M,14,1686,4,3,1,Light,0,Medium,3,2,0,1
2228,F,Ship,212,3,low,F,11,2073,5,1,1,Medium,0,Medium,4,2,0,0
2229,A,Ship,198,2,medium,M,19,2373,3,4,1,Medium,0,Medium,0,2,1,1
2230,B,Ship,239,3,low,F,63,2154,3,1,1,Medium,0,High,1,2,0,0
2231,C,Ship,158,2,low,M,46,1374,4,3,1,Light,0,High,2,2,0,1
2232,F,Ship,218,3,high,F,57,3311,4,3,1,Medium,0,High,4,2,2,0
2233,D,Ship,156,3,low,M,20,1523,4,4,1,Light,0,Medium,3,2,0,1
2234,F,Ship,235,3,low,M,52,3447,3,4,1,Medium,0,High,4,2,0,1
2235,A,Ship,168,3,low,F,4,1363,4,5,1,Light,0,Low,0,2,0,0
2236,B,Ship,178,3,high,F,36,1297,3,1,1,Light,0,High,1,2,2,0
2237,C,Ship,275,3,medium,M,26,2449,4,2,1,Medium,1,Medium,2,2,1,1
2238,F,Ship,139,2,low,M,45,1192,3,4,1,Light,0,High,4,2,0,1
2239,D,Ship,236,3,medium,F,13,2171,2,5,1,Medium,0,Medium,3,2,1,0
2240,F,Ship,155,2,low,F,37,1780,3,4,1,Light,0,High,4,2,0,0
2241,A,Ship,168,3,medium,M,11,1008,3,3,1,Light,0,Medium,0,2,1,1
2242,B,Ship,151,2,low,M,42,1367,4,1,1,Light,0,High,1,2,0,1
2243,C,Ship,113,4,low,F,56,1154,3,4,1,Light,0,High,2,2,0,0
2244,F,Ship,133,3,medium,F,50,1861,4,3,1,Light,0,High,4,2,1,0
2245,D,Ship,163,4,medium,M,57,1613,5,4,1,Light,0,High,3,2,1,1
2246,F,Ship,206,2,medium,F,59,3278,5,3,1,Medium,0,High,4,2,1,0
2247,A,Ship,177,2,medium,F,23,1929,3,2,1,Light,0,Medium,0,2,1,0
2248,B,Ship,206,2,low,M,3,2261,3,2,1,Medium,0,Low,1,2,0,1
2249,C,Ship,189,3,medium,M,13,3492,5,1,1,Medium,0,Medium,2,2,1,1
2250,F,Ship,270,2,low,M,39,3690,3,4,1,Medium,1,High,4,2,0,1
2251,D,Ship,238,3,low,F,33,2013,4,1,1,Medium,0,High,3,2,0,0
2252,F,Ship,143,2,low,M,46,1387,5,1,1,Light,0,High,4,2,0,1
2253,A,Ship,173,2,medium,M,53,1251,4,1,1,Light,0,High,0,2,1,1
2254,B,Ship,134,3,medium,M,38,1169,3,5,1,Light,0,High,1,2,1,1
2255,C,Ship,176,3,high,M,34,1283,4,4,1,Light,0,High,2,2,2,1
2256,F,Ship,160,2,medium,F,38,1961,4,3,1,Light,0,High,4,2,1,0
2257,D,Ship,230,3,high,F,22,3546,3,4,1,Medium,0,Medium,3,2,2,0
2258,F,Ship,178,3,low,F,5,1012,4,5,1,Light,0,Low,4,2,0,0
2259,A,Ship,256,4,low,F,18,2699,3,2,1,Medium,1,Medium,0,2,0,0
2260,B,Ship,256,4,low,M,11,3030,3,4,1,Medium,1,Medium,1,2,0,1
